Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Gambia, The",,,,,,,48.1866684,44.05770111,40.3948288,,38.30125947,43.99388974,41.95270159,34.11534834,34.48271291,31.05799823,29.96145819,26.07333124,20.37604916,18.7052322,16.33345172,13.99775912,11.69060678,5.477638753,4.658531101
Guinea-Bissau,63.33272934,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,,,10.44878006,11.12551975,11.05039978,8.513540268,6.223400116,7.222290039,,,,,,4.505050182,7.085889816,4.033390045,4.710000038,3.795039892,3.859620094,3.332329988,3.300290108,2.625730038,0.965939999,0.981509984,
Grenada,,,3.138560057,21.43602943,6.460370064,10.03135014,,,,,,,,2.207509995,5.64083004,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,50.24615097,45.3757515,45.0191803,,,,,,33.51409912,28.40357018,23.62064476,27.1700411,30.97671354,30.97645796,30.55460391,30.60259382,33.43145239,35.00437499,34.09225008,39.71005363,36.16177777,36.28035351,39.39880871,38.66479274,33.41239143
Guyana,,,,,,,,,,9.668849945,,,1.786800027,,,,,,,,14.21175003,16.11800003,,28.03375006,
"Hong Kong SAR, China",,7.977920055,7.22344017,7.690639973,5.538889885,6.750810146,5.335519791,5.387849808,4.986100197,5.111750126,4.896581197,3.905292479,2.771428571,,,,,5.645080946,,3.46898263,4.787383178,6.6640625,,,
Honduras,,,,,,,,,,,,,,32.46063995,37.14169158,37.28097672,38.46334076,38.56491089,,32.69281006,42.53532028,44.47473325,43.20035172,41.04809952,42.59494217
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,3.453069925,0.359010011,,,,,,,,,0.36838001,,1.118939996,1.649549961,1.975039959,2.505359888,2.916650057,3.24003005,3.952349901,4.559979916,4.73721981,5.448170185,4.90941,2.620759964,
Indonesia,,27.01511002,26.25140953,20.7245903,18.58568001,20.65237999,22.64230919,14.81385994,19.31236076,17.50033951,16.72849083,15.44248009,12.88879013,11.21187019,8.382699966,,,,9.318030357,,,3.549588659,2.911055581,2.232299797,
India,,,,,,,,,,,,,,12.31373978,,,,,,,9.829385117,9.25031452,9.49702499,13.73037005,14.45717141
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",,,,,,,,,,10.30484962,12.36480045,11.71584034,12.11590004,10.64492989,10.93045044,,10.34517002,9.654410362,,,7.687660217,,,,
Iraq,60.18225098,,,52.79526138,51.2868309,,,42.88228989,,,,,,,,,,,,,,,,,
Iceland,0.953840017,0.906910002,,0.765269995,1.245059967,0.664699972,1.101480007,0.942420006,0.611259997,1.016649961,0.850549996,1.057540059,0.957759976,0.99259001,1.134420037,1.205010056,0.859600008,0.717700005,0.920149982,0.738349974,1.074290037,1.103649974,1.362200022,1.77125001,
Israel,1.339409947,1.558750033,1.450710058,1.82367003,1.547320008,2.510920048,2.803649902,3.513099909,4.161799908,2.06298995,2.134979963,1.872689962,1.854609966,2.193609953,2.317169905,2.572099924,2.37319994,2.737020016,3.179399967,3.262350082,3.456279993,3.335580111,3.367029905,3.820800066,
Italy,,,,,,,,,,,,,0.381099999,0.629819989,0.892379999,1.074849963,1.239050031,1.23111999,1.253419995,1.24635005,1.262079954,1.982040048,2.381740093,2.023190022,
Jamaica,14.01825047,15.4094696,13.4619503,13.29090023,9.399760246,11.05045033,,,,,,,,12.3923232,10.60343661,11.2015166,12.96187683,17.58699846,16.93066625,17.08881889,,18.29259029,17.58954048,20.0718752,
Jordan,,,12.37281036,11.98293972,12.07971001,12.96261024,8.630319595,,4.50206995,,,6.081130028,,9.056664615,4.595220089,,,4.933242968,3.138464617,3.104561053,4.275747801,5.08170569,4.741178299,5.371935891,2.902664935
Japan,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,3.428280115,5.425280094,5.523640156,5.509140015,,,,,,,,,3.576465317,4.561432317,4.458390472,5.612778248,6.388203274,8.065733653,7.524049637,6.418687473,5.556802569,4.145472047,4.456416896,4.526835729,5.040253146
Kenya,9.140089989,,13.25061035,7.566510201,7.099100113,4.620140076,5.555759907,,,,,,,,,,,,,,,,,,
Kyrgyz Republic,,,,,15.84208965,15.13131046,13.4372797,11.87429047,10.20683002,,9.077683813,9.982473635,11.22146141,11.71185803,10.36762624,10.68769827,10.08010183,9.284577099,8.561402451,8.724965873,6.867701011,7.086855957,7.625489877,7.399596087,7.211296451
Cambodia,87.76876068,85.97651672,81.94127655,78.36206818,77.75447083,72.84899902,39.59817123,19.59934998,23.22398949,,16.39889908,26.04582024,23.95315933,,17.04554939,13.60159969,,,,,17.34955025,18.99299785,,20.81020922,15.02136423
Kiribati,,,,,,,,,,,,,,,,9.86364955,7.703792177,19.3305187,,,,7.902735562,6.109090909,7.511080009,6.604840534
St. Kitts and Nevis,,,7.127110004,10.04498005,5.795979977,,,,,,,,11.31147957,,,,,,,,,,,,
"Korea, Rep.",0.194460005,,1.12270999,2.329289913,2.181440115,1.789960027,0.841690004,0.556649983,2.457000017,,,,,,,2.795490026,3.709359884,3.751399994,,0.554069996,2.28305006,1.214560032,0.39745,1.960190058,
Kuwait,15.45326042,10.18379021,,4.974110126,2.505480051,,,,,,0.121346418,3.078687595,1.69855725,3.805020548,5.813221157,6.279560089,5.888677982,5.746401821,6.682535393,6.8518964,4.982465818,15.07378876,,,
Lao PDR,37.42779922,37.61285019,35.09577179,34.43444061,32.92087936,32.94155884,33.04162979,32.89638901,30.44285965,28.34081078,32.75831985,31.85602579,29.39869802,27.52824878,23.46558363,21.56518978,24.84622917,23.6182644,25.97230279,27.98203964,30.42252369,31.58631631,34.06349013,35.23087018,35.50646695
Lebanon,,,,,,,23.53840065,22.41073036,22.17580032,19.86828041,21.32924962,21.71782622,26.03692069,27.1910477,35.98110943,38.06532046,37.12154647,33.81079561,32.00295007,31.0069263,32.04511495,31.8102987,30.56591607,30.75756356,30.46965603
Liberia,,,,,,,,,,,,,,,29.4310894,,27.91347411,32.35800244,,,39.64841843,41.41357829,43.25379042,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,7.589630127,20.94977951,26.2588501,21.51551056,28.0368309,11.42745018,4.176559925,9.014760017,7.42234993,5.41862011,7.689089775,5.865739822,7.296999931,11.06363964,,,8.266329765,11.03322983,11.94818974,12.48314953,12.86937046,5.916993831,8.405229568,10.53818035,7.467532468
Liechtenstein,,,,5.093170166,,,,,7.337279797,7.664669991,8.778169632,8.564809799,7.888629913,,,6.935689926,7.754010201,,6.553080082,,3.524800062,4.495910168,,,
Sri Lanka,,,,,,,,,,,10.41983986,9.560640335,8.213100433,7.1802214,,4.594211428,5.675952442,5.281649479,4.418723934,,,3.992172662,4.943829895,5.690045816,
Lesotho,22.03484917,20.60647011,20.01108932,15.74995995,14.39799023,10.64593983,9.32763958,12.00026989,10.69950008,7.792099953,7.151340008,7.622729778,9.37485981,8.34182882,9.390767941,12.5074281,16.35715111,14.9585383,18.43369969,19.06819489,21.93096252,24.37480918,26.69531737,28.00249821,28.7038378
Lithuania,,,,,,,,,,0.459399998,0.733590007,0.170139998,0.094350003,,5.401410103,4.766890049,4.193630219,3.76741004,1.638739944,,,,,,
Luxembourg,2.165659904,13.98455048,14.3754797,13.93605995,14.22177982,4.566989899,4.316720009,6.18061018,4.868150234,,2.331749916,1.214210033,1.124590039,2.690629959,2.085570097,2.926569939,2.105149984,3.30569005,2.93249011,3.545490026,4.180640221,4.058559895,1.173990011,1.600700021,
Latvia,,,,,,,,,,0.451220006,0.80211997,0.547360003,1.169659972,1.498890042,1.543650031,1.612779975,1.307510018,0.792659998,0.718909979,1.469779968,1.256489992,0.903159976,1.023769975,1.912119985,
Morocco,49.78055954,,,40.2223587,,36.43791962,35.96659851,33.92551041,32.59915924,,28.6877257,25.63173165,21.17134974,20.72756366,16.81752169,16.23935211,16.15459301,14.35954972,14.88341847,14.21397945,12.70931781,12.667164,8.036319467,5.285662495,2.387810043
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,13.03212395,13.69455556,13.82511184,14.78882714,,,,,,,,,,,
Madagascar,,47.49652863,,42.12263107,,,,,,,31.35129957,30.01793842,27.78503052,18.00475392,28.43292414,27.58941016,27.39700486,26.7538313,27.96772556,32.39629494,33.38212978,31.04993814,36.36976841,37.93597341,37.11890099
Maldives,3.739200115,2.827419996,6.683290005,,,,,,,,,1.198291133,8.628996934,15.81427422,13.0037291,17.21075672,19.89723828,10.23273957,10.34036495,11.49032992,,,,,8.655201579
Mexico,18.82148933,,13.71074009,10.18467045,8.758700371,8.670559883,6.43915987,5.19506979,4.934319973,5.298319817,6.854070187,7.143690109,6.911119938,4.173319817,2.684900045,1.291180015,1.760969996,4.177549839,6.156060219,6.171579838,6.481289864,6.917719841,6.568049908,6.975500107,
Marshall Islands,,,,,,,,,,,,,,,,12.15342045,6.41634858,,,,,,,0.530224655,24.0560938
North Macedonia,,,,,,3.788049936,,,,,,,,,,,,,,,,,,,
Mali,,,,,,,,,,64.15718842,62.11982175,59.36281946,58.82612244,,55.24087116,52.01666727,54.49913837,61.34192472,59.54644009,,,,,,
Malta,,,,,,,,,,,,,,,,,,0.214100003,0.736769974,1.047559977,1.477669954,1.937080026,1.997900009,1.910640001,
Myanmar,52.34609985,51.85665131,51.29970932,51.70005035,44.51264954,43.03504181,40.18001175,38.5610199,,36.11898041,33.53915024,,,,,,,10.45333958,7.431019783,,,,,,
Montenegro,,,,,,,,,,,,,,,,4.457129955,2.420619965,2.571949959,2.02579999,1.309239984,0.871699989,0.274439991,,,
Mongolia,20.67237091,17.44708061,13.73694038,5.687729836,3.456110001,0.218449995,2.547260046,5.464990139,6.655769825,,,,,,,,,,8.630945701,7.411670535,5.731528955,2.027253071,4.61678165,4.838844467,
Mozambique,67.03733063,64.40354919,52.87677002,,58.70346069,53.36006927,51.54193878,47.36006927,44.06224823,42.19763947,41.24737447,42.91317827,44.3445247,43.74063942,45.05963645,45.13550335,45.47337731,43.77171542,40.73349071,38.53747659,35.94851518,,31.99226013,,
Mauritania,,56.82167053,55.63864899,,55.4870491,52.58169174,55.69606018,,,,,38.85013841,32.67343145,43.78326132,41.95706781,41.20949222,47.34606102,45.68072611,39.51434553,31.70096849,50.69672564,,,,27.01854158
Mauritius,,8.178580284,10.25096035,,5.357140064,,,,,,8.74391365,7.771392966,,2.633309111,11.03443517,8.355145337,8.321926222,7.213382583,8.879882093,9.456717332,7.836341182,10.42536481,,10.80187626,11.60020238
Malawi,,,19.44998932,,25.49383926,33.89445877,30.39998055,23.81583977,19.56624985,20.67344093,22.58511497,20.58340019,21.64578876,20.24666624,21.77467918,22.17915916,24.10697937,17.0188308,17.81860405,22.84097754,16.80291552,29.70933314,28.29408169,24.87989053,22.97564115
Malaysia,6.731679916,8.066410065,9.552650452,2.578939915,4.440149784,11.19991016,9.118989944,11.22657967,10.24682999,8.6457901,7.47262001,7.159540176,8.743229866,8.898830414,10.70436001,13.49536037,16.66830063,18.23859024,19.89166069,18.7137394,17.8210907,15.96723641,15.08379033,14.82885151,15.32298315
Namibia,8.468580246,11.12298012,3.811249971,12.73130989,9.339770317,10.60416985,10.74952984,9.142359734,,,7.459855679,6.102695784,3.200196507,2.293019253,2.780342761,4.406432272,5.580638303,4.449434386,2.317746939,,,,,,
Niger,,90.8911438,90.56912994,90.61199188,89.56741333,85.97305298,,83.32714844,84.17816162,84.45574188,82.39332357,82.72941902,82.47887538,,75.69647647,74.01936412,70.89796907,69.60165324,,72.75255899,,73.81176158,74.108923,74.3961422,79.6574731
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,30.41440964,34.49375916,30.04949951,,25.63526917,22.10378075,10.17776966,,,,14.92848015,,,,,,,,,,,,,20.78953934,
Netherlands,,,1.049430013,,,1.552639961,,,,,,0.164609998,0.08732,,,0.167559996,0.183239996,0.249589995,0.263319999,0.181679994,0.172820002,0.198919997,0.269899994,0.499830008,
Norway,0.279650003,0.363079995,0.30509001,0.497339994,0.652249992,0.851350009,0.577180028,0.126210004,,,,,,0.037799999,0.263480008,0.205019996,0.370970011,0.461919993,0.550759971,0.450650007,0.586700022,0.463239998,0.460260004,0.882600009,
Nepal,,,,,,,,,,,,,,,,,3.643270016,2.42847991,,,,13.79010598,8.956329233,5.121033724,4.807836937
Nauru,,,,,,,,,,,,,,,9.582309723,,13.05360985,,,9.628009796,,,5.708660126,5.936920166,1.410932443
New Zealand,,,,,,,,,,,,,,2.815150023,2.567990065,2.34217,1.826349974,1.522349954,1.265120029,1.091740012,1.327029943,1.508479953,2.3447299,2.22852993,
Oman,17.9834404,18.21059036,19.93417931,17.83802032,,,,,,,,,,,,,1.818536803,2.471568748,2.656519242,4.600906025,12.17126406,12.1029646,13.70466821,,
Pakistan,,,,,,,,,,,,,,,,,,,,,,38.57262034,38.32570408,36.13420208,32.66384073
Panama,21.56831932,18.1585598,15.5655098,,17.20812988,18.99922943,,,12.82415009,10.58337975,8.676625461,10.20174719,,6.465620041,10.3634901,8.735799789,,11.19418025,,20.69320586,20.03607565,13.34531336,13.54419291,19.6711578,
Peru,8.879240036,8.503620148,9.61411953,,10.28563023,7.164979935,4.002719879,,,,,,,,,,4.176720142,2.924279928,1.819769979,2.616780043,2.280139923,1.112450004,,,
Philippines,,14.43169975,12.36853981,10.9395504,9.964960098,9.984350204,10.24322987,9.502880096,9.149009705,8.641010284,,,,,9.896730043,11.02437693,12.71080084,,13.63286087,13.14142439,12.59123052,15.83663716,12.16498854,10.75479747,12.42510594
Palau,,,,,,,,,,,,,,,,,,,,,,,3.319502075,,
Papua New Guinea,,,,,,,,,,,,,,,,,,,33.45250627,32.53361375,38.30605343,34.81767045,,32.98737874,
Poland,,2.049069881,2.205329895,1.889119983,1.709699988,1.631539941,1.611809969,1.796229959,2.237720013,2.735419989,2.625940084,2.992229939,3.290970087,3.661629915,3.915189981,4.193560123,4.467780113,4.669139862,4.443769932,5.343619823,4.387090206,,,,
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,0.37349999,0.524749994,0.722940028,0.613799989,,,,,,
Paraguay,,13.9647398,14.04232025,12.46039009,10.49732971,9.701700211,10.12123966,9.713040352,7.968410015,6.811950207,5.119289875,6.511869907,,,,,9.118149951,,,,13.03575767,15.53083412,15.93653787,15.6587109,14.9618032
West Bank and Gaza,18.10997963,15.70882988,14.84819984,11.96257973,9.573019981,7.169179916,6.750589848,6.717480183,7.498320103,7.783080101,9.397506581,10.01151963,9.874547909,9.656242968,9.307399124,8.161449847,7.39046649,6.425267977,4.264022267,3.889978141,3.994449673,4.185382674,4.645718566,5.288163668,
Qatar,,1.86669004,2.081399918,,,,3.971050024,3.917229891,,2.645169973,,4.924065723,3.945,3.340661441,7.024037439,5.801965955,4.246502433,2.176505665,,2.838195375,2.619079034,12.50141739,4.947977554,,
Romania,3.247819901,5.456880093,2.109110117,6.770720005,12.48719025,19.1320591,17.28866005,20.43651009,13.87008953,5.068830013,5.534009933,5.579370022,7.327479839,,7.780320168,8.930589676,9.518730164,10.46014977,11.23604965,11.65573978,,,16.02915001,16.43471909,
Russian Federation,,,,,,,,,,,,,,5.996200085,6.39384985,5.032100201,4.485789776,2.448600054,2.213239908,1.361240029,,,,,
Rwanda,,,,,,,,,,,,,,,,,15.08376922,27.79460292,9.66688682,4.783629278,,2.956544973,2.014593352,3.204612079,3.729430411
Saudi Arabia,,,,,,,,,,,,,,4.020299869,0.372928839,,,,,,,,,,0.736569586
Sudan,,,,,,,,,,,,60.46527863,,,,,,,40.77996063,37.48009109,,,,,
